Season,League,Team,Status,Nation,Pos,Global Pos,Age,Matches Played,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Tackles_Att,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Interceptions,Clearances,Errors,Dribblers_Tkl_Succ,Dribblers_Tkl_Att,Dribblers_Tkl_Lost,Blocks_Total,Blocks_Shots,Touches_Number,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Number,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Succ,Receiving_PrgR,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Assists,Key Passes,Passes_to_1/3,Passes_to_Penalt_Area,Crosses_into_Penalty_Area,Progressive Passes,SCA,SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA,GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Goals,Shots,SoT,SoT%,Shots/90,Goals/Shot,Goals/SoT,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,PSxG,PSxG/SoT,PSxG+/-,/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Playing Time_Minutes,Playing Time_Mn/MP,Starts,Mn/Start,Compl,Subs,unSub,PPM,onG,onGA,On-Off
2022-2023,EreDivisie,Fortuna Sittard,Squad Total,,,,26.7,34.0,374.0,3060.0,34.0,571.0,332.0,189.0,50.0,370.0,841.0,8.0,258.0,572.0,314.0,454.0,160.0,18037.0,2703.0,7183.0,7168.0,3892.0,644.0,620.0,285.0,277.0,44.7,9455.0,53438.0,26673.0,529.0,339.0,121.0,499.0,284.0,10289.0,1022.0,10397.0,14054.0,74.0,205215.0,84069.0,4001.0,4792.0,83.5,4537.0,5511.0,82.3,1564.0,2929.0,53.4,22.0,284.0,852.0,216.0,84.0,1036.0,666.0,19.59,450.0,81.0,40.0,45.0,43.0,7.0,66.0,1.94,33.0,6.0,8.0,9.0,10.0,0.0,39.0,382.0,116.0,30.4,11.24,0.08,0.28,62.0,3.0,0.0,6.0,2.0,56.0,0.29,-4.0,-0.12,307.0,688.0,44.6,991.0,153.0,44.2,,329.0,76.0,53.0,676.0,77.0,11.4,24.0,0.71,,62.0,1.82,184.0,124.0,67.9,10.0,6.0,18.0,7.0,20.6,3.0,3.0,0.0,0.0,0.0,2.0,323.0,315.0,71.0,631.0,7.0,3.0,2.0,1881.0,496.0,425.0,3060.0,90.0,374.0,82.0,229.0,143.0,228.0,1.06,39.0,62.0,
2022-2023,EreDivisie,Fortuna Sittard,Opponent Total,,,,25.1,34.0,374.0,3060.0,34.0,560.0,248.0,212.0,100.0,254.0,609.0,4.0,276.0,561.0,285.0,330.0,92.0,21712.0,1886.0,5750.0,9651.0,6537.0,1043.0,635.0,314.0,258.0,40.6,12674.0,72115.0,39103.0,818.0,577.0,220.0,531.0,313.0,14036.0,1748.0,14189.0,17941.0,79.1,248621.0,91309.0,6452.0,7386.0,87.4,5933.0,6939.0,85.5,1401.0,2620.0,53.5,48.0,450.0,1390.0,389.0,101.0,1763.0,1008.0,29.65,762.0,84.0,58.0,52.0,38.0,14.0,106.0,3.12,81.0,4.0,4.0,8.0,6.0,3.0,60.0,565.0,181.0,32.0,16.62,0.1,0.31,39.0,7.0,1.0,3.0,0.0,37.7,0.26,-1.3,-0.04,159.0,427.0,37.2,775.0,152.0,36.1,34.9,232.0,63.4,48.7,501.0,35.0,7.0,43.0,1.26,15.3,39.0,1.15,123.0,84.0,74.0,18.0,6.0,10.0,10.0,29.4,7.0,7.0,0.0,0.0,0.0,0.0,325.0,299.0,44.0,817.0,3.0,7.0,0.0,2009.0,425.0,496.0,3060.0,90.0,374.0,82.0,228.0,145.0,225.0,1.76,62.0,39.0,
2022-2023,EreDivisie,Volendam,Squad Total,,,,23.9,34.0,374.0,3060.0,34.0,647.0,358.0,226.0,63.0,336.0,806.0,13.0,300.0,645.0,345.0,420.0,129.0,17280.0,2350.0,6283.0,7182.0,4024.0,666.0,605.0,278.0,260.0,43.0,8298.0,48329.0,24051.0,514.0,359.0,141.0,512.0,312.0,9033.0,1075.0,9142.0,13134.0,69.6,170964.0,72637.0,3953.0,4857.0,81.4,3698.0,4766.0,77.6,1206.0,2708.0,44.5,33.0,316.0,844.0,220.0,54.0,1091.0,719.0,21.15,497.0,78.0,55.0,43.0,30.0,16.0,73.0,2.15,41.0,12.0,8.0,4.0,6.0,2.0,41.0,415.0,144.0,34.7,12.21,0.1,0.28,71.0,2.0,0.0,10.0,4.0,67.4,0.32,0.4,0.01,238.0,722.0,33.0,872.0,146.0,51.5,,333.0,82.0,57.1,601.0,26.0,4.3,51.0,1.5,,71.0,2.09,204.0,135.0,66.2,10.0,6.0,18.0,5.0,14.7,4.0,2.0,2.0,0.0,50.0,0.0,340.0,271.0,64.0,561.0,0.0,4.0,4.0,1993.0,520.0,578.0,3060.0,90.0,374.0,81.0,234.0,138.0,203.0,1.06,42.0,71.0,
2022-2023,EreDivisie,Volendam,Opponent Total,,,,25.0,34.0,374.0,3060.0,34.0,572.0,271.0,222.0,79.0,246.0,613.0,14.0,260.0,538.0,278.0,333.0,104.0,23106.0,2271.0,7074.0,10395.0,5859.0,935.0,729.0,345.0,300.0,41.2,13150.0,71947.0,36473.0,679.0,471.0,168.0,615.0,347.0,14996.0,1666.0,15140.0,19158.0,79.0,280728.0,104203.0,6466.0,7420.0,87.1,6414.0,7511.0,85.4,1886.0,3216.0,58.6,50.0,414.0,1317.0,370.0,86.0,1681.0,958.0,28.18,686.0,96.0,53.0,66.0,44.0,13.0,116.0,3.41,90.0,4.0,11.0,8.0,2.0,1.0,67.0,541.0,200.0,37.0,15.91,0.12,0.33,42.0,0.0,0.0,7.0,1.0,41.4,0.3,0.4,0.01,184.0,472.0,39.0,1032.0,172.0,34.9,33.3,225.0,49.8,42.8,437.0,34.0,7.8,55.0,1.62,15.5,42.0,1.24,144.0,103.0,70.8,18.0,6.0,10.0,9.0,26.5,0.0,0.0,0.0,0.0,,0.0,289.0,321.0,69.0,723.0,3.0,0.0,1.0,2109.0,578.0,520.0,3060.0,90.0,374.0,81.0,236.0,139.0,219.0,1.76,71.0,42.0,
2022-2023,EreDivisie,Excelsior,Squad Total,,,,23.4,34.0,374.0,3060.0,34.0,615.0,344.0,202.0,69.0,370.0,884.0,9.0,300.0,628.0,328.0,414.0,127.0,17726.0,2653.0,6838.0,7179.0,3939.0,590.0,555.0,269.0,224.0,40.4,9252.0,52278.0,25946.0,473.0,361.0,115.0,577.0,285.0,9817.0,1078.0,9947.0,13609.0,73.1,193126.0,79741.0,4031.0,4897.0,82.3,4245.0,5191.0,81.8,1435.0,2767.0,51.9,24.0,253.0,839.0,227.0,61.0,1094.0,578.0,17.0,403.0,65.0,27.0,42.0,35.0,6.0,51.0,1.5,33.0,8.0,1.0,5.0,3.0,1.0,30.0,343.0,104.0,30.3,10.09,0.09,0.29,71.0,1.0,1.0,11.0,2.0,73.7,0.31,4.7,0.14,237.0,660.0,35.9,966.0,182.0,46.3,34.2,305.0,69.8,53.9,597.0,31.0,5.2,21.0,0.62,5.0,71.0,2.09,241.0,172.0,71.0,9.0,5.0,20.0,8.0,23.5,1.0,1.0,0.0,0.0,0.0,1.0,334.0,288.0,38.0,557.0,2.0,1.0,2.0,1885.0,480.0,538.0,3060.0,90.0,374.0,81.0,218.0,155.0,146.0,0.94,32.0,71.0,
2022-2023,EreDivisie,Excelsior,Opponent Total,,,,24.9,34.0,374.0,3060.0,34.0,509.0,226.0,197.0,86.0,309.0,555.0,8.0,224.0,493.0,269.0,349.0,84.0,23200.0,1995.0,6209.0,11012.0,6193.0,1054.0,702.0,328.0,300.0,42.7,13535.0,73845.0,39108.0,742.0,531.0,166.0,542.0,315.0,15382.0,1798.0,15512.0,19325.0,80.3,282802.0,100309.0,6533.0,7458.0,87.6,6831.0,7877.0,86.7,1735.0,2947.0,58.9,47.0,432.0,1346.0,428.0,92.0,1814.0,1040.0,30.59,784.0,78.0,47.0,72.0,41.0,18.0,111.0,3.26,77.0,9.0,5.0,16.0,3.0,1.0,69.0,600.0,240.0,40.0,17.65,0.11,0.28,32.0,0.0,0.0,6.0,2.0,33.0,0.32,3.0,0.09,161.0,421.0,38.2,918.0,179.0,34.7,33.4,206.0,49.5,42.1,461.0,36.0,7.8,45.0,1.32,15.3,32.0,0.94,105.0,74.0,69.5,20.0,5.0,9.0,16.0,47.1,2.0,0.0,1.0,1.0,100.0,1.0,313.0,317.0,41.0,748.0,1.0,2.0,2.0,2010.0,538.0,480.0,3060.0,90.0,374.0,81.0,235.0,138.0,216.0,1.91,71.0,32.0,
2022-2023,EreDivisie,Emmen,Squad Total,,,,25.9,34.0,374.0,3060.0,34.0,595.0,298.0,221.0,76.0,311.0,756.0,4.0,305.0,606.0,301.0,404.0,141.0,20439.0,2557.0,7104.0,8928.0,4614.0,575.0,563.0,224.0,264.0,46.9,11106.0,59009.0,29521.0,548.0,442.0,114.0,563.0,280.0,12599.0,1125.0,12708.0,16471.0,77.2,225686.0,81940.0,5814.0,6627.0,87.7,5085.0,6044.0,84.1,1416.0,2853.0,49.6,19.0,260.0,1026.0,219.0,65.0,1134.0,633.0,18.62,465.0,40.0,36.0,42.0,36.0,14.0,55.0,1.62,38.0,4.0,3.0,5.0,5.0,0.0,31.0,374.0,128.0,34.2,11.0,0.08,0.23,65.0,2.0,2.0,14.0,1.0,50.0,0.3,-14.0,-0.41,166.0,538.0,30.9,966.0,137.0,40.3,,287.0,51.9,42.0,555.0,20.0,3.6,26.0,0.76,,65.0,1.91,164.0,100.0,61.6,6.0,10.0,18.0,7.0,20.6,2.0,2.0,0.0,0.0,0.0,2.0,323.0,363.0,44.0,589.0,1.0,2.0,1.0,1919.0,456.0,515.0,3060.0,90.0,374.0,82.0,236.0,138.0,229.0,0.82,33.0,65.0,
2022-2023,EreDivisie,Emmen,Opponent Total,,,,24.9,34.0,374.0,3060.0,34.0,544.0,257.0,210.0,77.0,322.0,629.0,4.0,264.0,488.0,224.0,382.0,102.0,21279.0,2126.0,6403.0,9425.0,5649.0,957.0,672.0,301.0,305.0,45.4,11977.0,66931.0,34300.0,708.0,474.0,194.0,528.0,291.0,13435.0,1429.0,13584.0,17361.0,78.2,248419.0,87902.0,5800.0,6732.0,86.2,5852.0,6822.0,85.8,1565.0,2845.0,55.0,50.0,404.0,1165.0,338.0,97.0,1444.0,920.0,27.06,694.0,81.0,47.0,50.0,35.0,13.0,117.0,3.44,86.0,9.0,7.0,8.0,5.0,2.0,64.0,515.0,162.0,31.5,15.15,0.12,0.38,33.0,1.0,1.0,2.0,2.0,34.8,0.27,3.8,0.11,188.0,554.0,33.9,974.0,158.0,41.7,36.3,237.0,62.4,46.7,489.0,33.0,6.7,40.0,1.18,15.3,33.0,0.97,129.0,98.0,75.2,18.0,10.0,6.0,12.0,35.3,1.0,1.0,0.0,0.0,0.0,0.0,376.0,306.0,53.0,715.0,2.0,1.0,2.0,1933.0,515.0,456.0,3060.0,90.0,374.0,82.0,227.0,144.0,211.0,1.88,65.0,33.0,
2022-2023,EreDivisie,Cambuur,Squad Total,,,,25.8,34.0,374.0,3060.0,34.0,599.0,313.0,224.0,62.0,293.0,755.0,10.0,302.0,618.0,316.0,375.0,134.0,18804.0,2758.0,7180.0,8044.0,3770.0,571.0,517.0,236.0,220.0,42.6,10178.0,59734.0,30730.0,569.0,371.0,107.0,548.0,253.0,11043.0,1115.0,11225.0,14935.0,75.2,221373.0,82211.0,4251.0,5081.0,83.7,5089.0,6063.0,83.9,1650.0,3046.0,54.2,16.0,278.0,860.0,199.0,84.0,1129.0,669.0,19.68,517.0,56.0,25.0,30.0,25.0,16.0,45.0,1.32,36.0,2.0,1.0,2.0,1.0,3.0,25.0,383.0,124.0,32.4,11.26,0.06,0.19,69.0,6.0,0.0,8.0,3.0,65.4,0.3,-0.6,-0.02,263.0,679.0,38.7,1076.0,177.0,44.4,,337.0,59.6,47.7,561.0,25.0,4.5,42.0,1.24,,69.0,2.03,207.0,141.0,69.6,5.0,4.0,25.0,7.0,20.6,7.0,6.0,0.0,1.0,0.0,1.0,360.0,314.0,46.0,657.0,2.0,7.0,3.0,1750.0,449.0,553.0,3060.0,90.0,374.0,79.0,209.0,162.0,232.0,0.56,26.0,69.0,
2022-2023,EreDivisie,Cambuur,Opponent Total,,,,25.1,34.0,374.0,3060.0,34.0,473.0,219.0,193.0,61.0,274.0,656.0,12.0,220.0,456.0,236.0,309.0,90.0,20436.0,2075.0,5935.0,8622.0,6077.0,991.0,678.0,316.0,302.0,44.5,11285.0,64522.0,34898.0,743.0,517.0,191.0,559.0,297.0,12822.0,1457.0,12945.0,16595.0,78.0,234275.0,90327.0,5855.0,6759.0,86.6,5253.0,6246.0,84.1,1487.0,2687.0,55.3,46.0,438.0,1119.0,376.0,95.0,1475.0,982.0,28.88,732.0,89.0,50.0,59.0,41.0,11.0,111.0,3.26,77.0,7.0,8.0,10.0,7.0,2.0,66.0,558.0,201.0,36.0,16.41,0.11,0.3,26.0,1.0,0.0,1.0,1.0,33.2,0.25,8.2,0.24,222.0,548.0,40.5,894.0,144.0,42.8,37.2,255.0,64.7,48.9,543.0,40.0,7.4,30.0,0.88,13.4,26.0,0.76,126.0,100.0,80.2,25.0,4.0,5.0,20.0,58.8,2.0,1.0,1.0,0.0,50.0,1.0,340.0,346.0,60.0,712.0,4.0,2.0,1.0,1879.0,553.0,449.0,3060.0,90.0,374.0,79.0,226.0,147.0,225.0,2.32,69.0,26.0,
2022-2023,EreDivisie,Groningen,Squad Total,,,,23.0,34.0,374.0,3060.0,34.0,631.0,304.0,250.0,77.0,312.0,712.0,9.0,269.0,589.0,320.0,437.0,144.0,18670.0,2557.0,6799.0,7901.0,4170.0,608.0,694.0,346.0,289.0,41.6,9894.0,58721.0,29722.0,527.0,400.0,129.0,605.0,314.0,10671.0,1053.0,10823.0,14541.0,74.4,209825.0,73851.0,4235.0,5028.0,84.2,4776.0,5673.0,84.2,1518.0,2949.0,51.5,23.0,270.0,871.0,218.0,64.0,1062.0,647.0,19.03,486.0,37.0,45.0,36.0,29.0,14.0,50.0,1.47,38.0,1.0,3.0,6.0,2.0,0.0,30.0,377.0,101.0,26.8,11.09,0.08,0.29,75.0,7.0,1.0,7.0,0.0,65.4,0.31,-9.6,-0.28,219.0,668.0,32.8,1011.0,136.0,45.2,39.9,312.0,67.6,50.9,542.0,19.0,3.5,27.0,0.79,11.9,75.0,2.21,192.0,117.0,64.6,4.0,6.0,24.0,4.0,11.8,7.0,7.0,0.0,0.0,0.0,1.0,325.0,279.0,50.0,524.0,1.0,7.0,0.0,1869.0,451.0,508.0,3060.0,90.0,374.0,81.0,238.0,132.0,233.0,0.53,31.0,75.0,
2022-2023,EreDivisie,Groningen,Opponent Total,,,,25.1,34.0,374.0,3060.0,34.0,603.0,271.0,245.0,87.0,300.0,639.0,7.0,289.0,635.0,346.0,362.0,104.0,20804.0,2062.0,6545.0,9026.0,5443.0,962.0,662.0,320.0,269.0,40.6,11512.0,62628.0,31891.0,655.0,439.0,193.0,556.0,362.0,12927.0,1456.0,13059.0,16842.0,77.5,239750.0,90291.0,5649.0,6507.0,86.8,5475.0,6558.0,83.5,1567.0,2760.0,56.8,57.0,417.0,1128.0,336.0,101.0,1472.0,941.0,27.68,664.0,100.0,55.0,74.0,36.0,12.0,136.0,4.0,90.0,12.0,8.0,11.0,11.0,4.0,75.0,537.0,185.0,34.5,15.79,0.13,0.37,31.0,1.0,1.0,3.0,1.0,30.2,0.29,0.2,0.01,172.0,447.0,38.5,856.0,143.0,36.8,34.7,241.0,54.8,45.2,429.0,34.0,7.9,29.0,0.85,13.9,31.0,0.91,102.0,72.0,70.6,24.0,6.0,4.0,13.0,38.2,1.0,1.0,0.0,0.0,0.0,1.0,295.0,306.0,72.0,662.0,6.0,1.0,1.0,1994.0,508.0,451.0,3060.0,90.0,374.0,81.0,237.0,136.0,226.0,2.29,75.0,31.0,
2022-2023,PrimeiraLiga,Benfica,Squad Total,,,,26.0,34.0,374.0,3060.0,34.0,660.0,243.0,305.0,112.0,364.0,390.0,7.0,365.0,654.0,289.0,327.0,52.0,25943.0,1542.0,5960.0,12098.0,8101.0,1054.0,741.0,319.0,314.0,42.4,14959.0,74583.0,38553.0,763.0,577.0,165.0,512.0,276.0,18595.0,1944.0,18706.0,22135.0,84.5,315310.0,103650.0,8824.0,9722.0,90.8,7369.0,8238.0,89.5,1784.0,2710.0,65.8,51.0,437.0,1631.0,469.0,125.0,1955.0,1025.0,30.15,783.0,63.0,53.0,66.0,46.0,14.0,137.0,4.03,107.0,3.0,8.0,11.0,8.0,0.0,78.0,568.0,193.0,34.0,16.71,0.12,0.36,20.0,2.0,0.0,2.0,1.0,20.3,0.26,1.3,0.04,77.0,188.0,41.0,642.0,144.0,22.4,,173.0,25.4,30.4,327.0,20.0,6.1,29.0,0.85,,20.0,0.59,73.0,54.0,75.3,28.0,3.0,3.0,21.0,61.8,2.0,2.0,0.0,0.0,0.0,3.0,437.0,424.0,84.0,807.0,10.0,2.0,1.0,2028.0,445.0,378.0,3060.0,90.0,374.0,83.0,228.0,145.0,161.0,2.56,82.0,20.0,
2022-2023,PrimeiraLiga,Benfica,Opponent Total,,,,26.1,34.0,374.0,3060.0,34.0,590.0,350.0,185.0,55.0,354.0,756.0,11.0,314.0,633.0,319.0,467.0,146.0,16925.0,2678.0,7362.0,6812.0,2943.0,356.0,725.0,289.0,365.0,50.3,8160.0,44039.0,20461.0,365.0,298.0,70.0,537.0,295.0,9569.0,747.0,9651.0,12850.0,75.1,186421.0,72385.0,3769.0,4442.0,84.8,4291.0,5164.0,83.1,1340.0,2474.0,54.2,12.0,168.0,613.0,116.0,42.0,750.0,391.0,11.5,264.0,38.0,27.0,24.0,26.0,12.0,31.0,0.91,21.0,1.0,3.0,2.0,4.0,0.0,19.0,243.0,71.0,29.2,7.15,0.07,0.24,82.0,9.0,2.0,6.0,4.0,86.3,0.38,8.3,0.25,194.0,524.0,37.0,931.0,183.0,35.3,34.8,352.0,55.4,43.9,626.0,37.0,5.9,27.0,0.79,10.9,82.0,2.41,205.0,124.0,64.4,3.0,3.0,28.0,3.0,8.8,13.0,9.0,3.0,1.0,25.0,2.0,443.0,423.0,35.0,421.0,1.0,13.0,4.0,1712.0,378.0,445.0,3060.0,90.0,374.0,83.0,215.0,157.0,141.0,0.35,20.0,82.0,
2022-2023,PrimeiraLiga,Porto,Squad Total,,,,27.5,34.0,374.0,3060.0,34.0,593.0,251.0,234.0,108.0,333.0,487.0,7.0,305.0,617.0,312.0,324.0,67.0,22214.0,2002.0,6425.0,10034.0,5963.0,1046.0,726.0,329.0,300.0,41.3,13279.0,65992.0,35648.0,741.0,519.0,200.0,510.0,231.0,14978.0,1604.0,15093.0,18528.0,81.5,273118.0,97649.0,6720.0,7568.0,88.8,6202.0,7175.0,86.4,1794.0,2806.0,63.9,49.0,391.0,1170.0,391.0,78.0,1624.0,908.0,26.71,666.0,73.0,55.0,55.0,45.0,14.0,123.0,3.62,84.0,4.0,8.0,14.0,9.0,4.0,71.0,509.0,180.0,35.4,14.97,0.12,0.34,22.0,4.0,1.0,1.0,3.0,25.1,0.27,6.1,0.18,186.0,415.0,44.8,1086.0,157.0,31.8,,207.0,33.8,36.4,412.0,31.0,7.5,45.0,1.32,,22.0,0.65,79.0,60.0,77.2,27.0,4.0,3.0,17.0,50.0,4.0,4.0,0.0,0.0,0.0,3.0,500.0,473.0,79.0,634.0,8.0,4.0,3.0,1925.0,606.0,421.0,3060.0,90.0,374.0,82.0,210.0,162.0,143.0,2.5,73.0,22.0,
2022-2023,PrimeiraLiga,Porto,Opponent Total,,,,25.9,34.0,374.0,3060.0,34.0,531.0,289.0,185.0,57.0,342.0,768.0,9.0,300.0,629.0,329.0,377.0,120.0,17009.0,2597.0,6957.0,6992.0,3263.0,426.0,697.0,312.0,305.0,43.8,8439.0,44681.0,22361.0,458.0,337.0,83.0,480.0,288.0,9777.0,861.0,9846.0,13164.0,74.8,190648.0,74889.0,3968.0,4650.0,85.3,4183.0,5082.0,82.3,1440.0,2696.0,53.4,12.0,203.0,700.0,162.0,67.0,866.0,511.0,15.03,378.0,36.0,33.0,17.0,38.0,9.0,34.0,1.0,25.0,1.0,3.0,0.0,5.0,0.0,19.0,290.0,75.0,25.9,8.53,0.05,0.2,73.0,10.0,0.0,8.0,2.0,70.8,0.33,-0.2,0.0,231.0,623.0,37.1,849.0,178.0,45.3,38.1,388.0,61.3,46.7,469.0,30.0,6.4,34.0,1.0,12.3,73.0,2.15,190.0,119.0,66.8,3.0,4.0,27.0,3.0,8.8,12.0,10.0,0.0,2.0,0.0,9.0,499.0,484.0,54.0,508.0,3.0,12.0,2.0,1647.0,421.0,606.0,3060.0,90.0,374.0,82.0,207.0,157.0,146.0,0.38,22.0,73.0,
2022-2023,PrimeiraLiga,Braga,Squad Total,,,,26.4,34.0,374.0,3060.0,34.0,530.0,222.0,222.0,86.0,374.0,587.0,3.0,265.0,582.0,317.0,373.0,95.0,22055.0,1947.0,6324.0,10091.0,5840.0,888.0,606.0,291.0,249.0,41.1,12217.0,62142.0,31108.0,613.0,486.0,188.0,486.0,262.0,14623.0,1498.0,14708.0,18309.0,80.3,276959.0,96649.0,5882.0,6640.0,88.6,6546.0,7497.0,87.3,1876.0,3181.0,59.0,50.0,407.0,1225.0,326.0,90.0,1511.0,978.0,28.76,744.0,73.0,46.0,59.0,42.0,14.0,121.0,3.56,86.0,5.0,11.0,10.0,7.0,2.0,72.0,552.0,217.0,39.3,16.24,0.12,0.31,30.0,4.0,0.0,2.0,0.0,33.3,0.27,3.3,0.1,187.0,440.0,42.5,1031.0,159.0,31.3,24.8,250.0,46.8,39.0,457.0,34.0,7.4,54.0,1.59,14.6,30.0,0.88,113.0,83.0,77.0,25.0,3.0,6.0,17.0,50.0,5.0,4.0,0.0,1.0,0.0,3.0,431.0,398.0,60.0,702.0,4.0,5.0,0.0,1860.0,442.0,408.0,3060.0,90.0,374.0,81.0,206.0,163.0,143.0,2.29,75.0,30.0,
2022-2023,PrimeiraLiga,Braga,Opponent Total,,,,26.2,34.0,374.0,3060.0,34.0,511.0,275.0,186.0,50.0,355.0,729.0,14.0,249.0,540.0,291.0,406.0,132.0,19267.0,2392.0,6876.0,8572.0,4022.0,543.0,658.0,317.0,265.0,40.3,10148.0,53599.0,26590.0,543.0,399.0,107.0,535.0,265.0,11806.0,1075.0,11911.0,15393.0,77.4,220981.0,84636.0,5023.0,5751.0,87.3,5104.0,6071.0,84.1,1472.0,2703.0,54.5,23.0,279.0,881.0,215.0,70.0,1086.0,661.0,19.44,491.0,48.0,42.0,45.0,23.0,12.0,52.0,1.53,33.0,1.0,5.0,8.0,5.0,0.0,30.0,369.0,109.0,29.5,10.85,0.07,0.24,75.0,4.0,1.0,6.0,3.0,72.3,0.31,0.3,0.01,183.0,470.0,38.9,848.0,177.0,36.7,34.9,294.0,54.1,43.0,547.0,33.0,6.0,36.0,1.06,13.7,75.0,2.21,222.0,149.0,68.0,6.0,3.0,25.0,5.0,14.7,6.0,4.0,1.0,1.0,20.0,2.0,421.0,419.0,61.0,605.0,4.0,6.0,3.0,1818.0,408.0,442.0,3060.0,90.0,374.0,81.0,213.0,161.0,144.0,0.62,30.0,75.0,
2022-2023,PrimeiraLiga,Sporting CP,Squad Total,,,,25.8,34.0,374.0,3060.0,34.0,595.0,203.0,298.0,94.0,293.0,363.0,7.0,312.0,597.0,285.0,295.0,70.0,24715.0,1864.0,6374.0,12125.0,6453.0,952.0,825.0,383.0,366.0,44.4,15496.0,82622.0,45601.0,875.0,596.0,222.0,470.0,269.0,17765.0,1834.0,17895.0,21201.0,84.4,315993.0,98694.0,7713.0,8503.0,90.7,8385.0,9316.0,90.0,1518.0,2507.0,60.6,51.0,414.0,1538.0,365.0,85.0,1847.0,980.0,28.82,746.0,64.0,60.0,49.0,39.0,22.0,114.0,3.35,77.0,6.0,13.0,10.0,8.0,0.0,66.0,544.0,185.0,34.0,16.0,0.11,0.32,32.0,4.0,0.0,1.0,1.0,32.8,0.3,1.8,0.05,69.0,204.0,33.8,960.0,164.0,17.0,,170.0,24.1,29.5,271.0,32.0,11.8,31.0,0.91,,32.0,0.94,95.0,64.0,70.5,23.0,5.0,6.0,14.0,41.2,4.0,4.0,0.0,0.0,0.0,1.0,425.0,409.0,70.0,843.0,8.0,4.0,1.0,1881.0,355.0,293.0,3060.0,90.0,374.0,81.0,216.0,156.0,149.0,2.18,71.0,32.0,
2022-2023,PrimeiraLiga,Sporting CP,Opponent Total,,,,26.1,34.0,374.0,3060.0,34.0,635.0,336.0,234.0,65.0,377.0,801.0,11.0,366.0,749.0,383.0,399.0,147.0,16439.0,2662.0,6979.0,6870.0,2797.0,367.0,651.0,285.0,312.0,47.9,8188.0,42460.0,19987.0,400.0,290.0,74.0,496.0,283.0,9298.0,750.0,9374.0,12396.0,75.6,172594.0,69743.0,4013.0,4690.0,85.6,3998.0,4715.0,84.8,1132.0,2285.0,49.5,22.0,183.0,623.0,129.0,35.0,755.0,453.0,13.32,310.0,32.0,42.0,27.0,30.0,12.0,57.0,1.68,38.0,4.0,5.0,4.0,6.0,0.0,31.0,263.0,91.0,34.6,7.74,0.1,0.3,71.0,7.0,0.0,8.0,5.0,69.8,0.32,3.8,0.11,182.0,572.0,31.8,902.0,178.0,42.9,37.5,332.0,55.7,43.6,627.0,45.0,7.2,46.0,1.35,12.6,71.0,2.09,194.0,126.0,67.0,6.0,5.0,23.0,5.0,14.7,10.0,7.0,2.0,1.0,22.2,3.0,430.0,409.0,73.0,361.0,3.0,10.0,5.0,1745.0,293.0,355.0,3060.0,90.0,374.0,81.0,212.0,160.0,146.0,0.68,32.0,71.0,
