player,player_id,country,team,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents,position_level_0,position_level_2,position_level_1
Manuel Schmiedebach,8543.0,Germany,Hannover 96,31.0,2003.0,9.0,9.0,"['Center Attacking Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield']","['Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield']",22.25555555555556,Midfielder,Right Defensive Midfield,Defensive Midfielder
Philipp Tschauner,8544.0,Germany,Hannover 96,0.0,0.0,0.0,0.0,[],[],0.0,,,
Julian Korb,8545.0,Germany,Borussia Mönchengladbach,19.0,1271.0,5.0,5.0,"['Right Defensive Midfield', 'Left Wing Back', 'Right Back', 'Left Center Back', 'Right Wing Back']","['Left Wing Back', 'Right Wing Back', 'Left Center Back', 'Right Wing Back', 'Right Back', 'Right Defensive Midfield', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Wing Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",14.122222222222222,Defender,Right Back,Offensive Defender
Matthias Ostrzolek,8547.0,Germany,Hamburger SV,33.0,2880.0,1.0,1.0,['Left Back'],"['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",32.0,Defender,Left Back,Offensive Defender
Daniel Brosinski,8548.0,Germany,FSV Mainz 05,25.0,2163.0,1.0,1.0,"['Right Midfield', 'Left Midfield', 'Right Wing', 'Right Back', 'Right Wing Back', 'Right Center Back']","['Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing', 'Right Wing Back', 'Left Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Wing', 'Right Back', 'Right Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Wing', 'Right Wing Back', 'Right Back', 'Right Wing', 'Right Back', 'Right Center Back']",24.03333333333333,Defender,Right Back,Offensive Defender
Giulio Donati,8549.0,Italy,FSV Mainz 05,25.0,1903.0,4.0,4.0,"['Left Back', 'Right Back', 'Center Attacking Midfield', 'Right Wing Back']","['Right Back', 'Right Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Right Back', 'Center Attacking Midfield', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",21.14444444444445,Defender,Right Back,Offensive Defender
Alexandru Iulian Maxim,8550.0,Romania,VfB Stuttgart,15.0,826.0,6.0,6.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Right Wing', 'Right Back', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Left Wing']","['Right Wing', 'Right Back', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Midfield', 'Center Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Left Midfield', 'Right Center Forward', 'Right Center Midfield', 'Right Center Forward', 'Left Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Center Forward', 'Center Attacking Midfield', 'Left Wing', 'Left Wing', 'Center Attacking Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Left Center Midfield', 'Right Defensive Midfield']",9.177777777777775,Midfielder,Center Attacking Midfield,Offensive Midfielder
Felix Klaus,8551.0,Germany,Hannover 96,18.0,830.0,9.0,9.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Midfield', 'Left Midfield', 'Right Wing', 'Left Wing']","['Left Midfield', 'Left Wing', 'Left Midfield', 'Center Attacking Midfield', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Right Wing', 'Left Wing', 'Left Wing', 'Left Midfield', 'Left Wing', 'Right Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Wing', 'Right Wing', 'Left Wing']",9.22222222222222,Forward,Left Wing,Winger
Robin Quaison,8552.0,Sweden,Palermo,24.0,1297.0,10.0,10.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Wing Back', 'Left Midfield', 'Left Attacking Midfield', 'Right Wing', 'Left Defensive Midfield', 'Right Center Forward', 'Left Center Forward', 'Right Center Back', 'Center Forward', 'Left Wing']","['Left Center Midfield', 'Center Attacking Midfield', 'Left Center Midfield', 'Left Wing', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Wing', 'Right Center Midfield', 'Left Wing', 'Left Center Forward', 'Left Wing', 'Right Center Forward', 'Left Attacking Midfield', 'Left Attacking Midfield', 'Center Attacking Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Left Wing', 'Left Center Forward', 'Left Wing', 'Left Wing', 'Left Attacking Midfield', 'Left Defensive Midfield', 'Right Wing', 'Right Wing', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Forward', 'Right Wing Back', 'Left Attacking Midfield', 'Right Center Back', 'Left Wing', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Center Forward', 'Right Wing Back', 'Right Center Midfield', 'Right Wing Back', 'Right Center Forward', 'Left Center Midfield', 'Left Center Midfield', 'Right Wing Back', 'Center Forward', 'Left Wing']",14.411111111111111,Midfielder,Left Center Midfield,Central Midfielder
Levin Mete Öztunali,8554.0,Germany,Werder Bremen,30.0,1561.0,13.0,13.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Midfield', 'Left Wing Back', 'Left Midfield', 'Right Wing', 'Left Center Back', 'Right Center Forward', 'Left Center Forward', 'Right Center Back', 'Left Wing']","['Left Center Forward', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Center Back', 'Left Wing Back', 'Left Wing', 'Right Midfield', 'Left Wing', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Center Back', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Right Center Forward', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Center Forward']",17.344444444444445,Midfielder,Right Midfield,Central Midfielder
Pablo Ezequiel De Blasis,8555.0,Argentina,FSV Mainz 05,30.0,1648.0,12.0,12.0,"['Center Attacking Midfield', 'Right Center Forward', 'Right Midfield', 'Left Wing Back', 'Left Midfield', 'Right Attacking Midfield', 'Right Wing', 'Left Defensive Midfield', 'Right Wing Back', 'Left Wing']","['Right Midfield', 'Right Wing', 'Left Wing', 'Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Right Wing Back', 'Left Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Left Midfield', 'Left Wing Back', 'Left Wing', 'Left Midfield', 'Center Attacking Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Right Wing', 'Right Attacking Midfield', 'Left Wing', 'Left Wing', 'Left Midfield', 'Right Center Forward', 'Left Midfield', 'Left Wing', 'Left Wing', 'Left Wing Back']",18.31111111111111,Forward,Right Wing,Winger
Pirmin Schwegler,8556.0,Switzerland,Hoffenheim,22.0,1457.0,6.0,6.0,"['Center Attacking Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Forward']","['Right Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Forward', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield']",16.18888888888889,Midfielder,Right Defensive Midfield,Defensive Midfielder
Martin Harnik,8557.0,Austria,VfB Stuttgart,16.0,1003.0,5.0,5.0,"['Center Attacking Midfield', 'Right Wing Back', 'Right Midfield', 'Right Center Midfield', 'Left Midfield', 'Right Wing', 'Center Defensive Midfield', 'Left Center Back', 'Right Center Forward', 'Left Center Forward', 'Center Forward']","['Right Center Forward', 'Right Midfield', 'Right Wing', 'Center Forward', 'Right Center Forward', 'Right Wing', 'Center Attacking Midfield', 'Right Center Forward', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Center Defensive Midfield', 'Right Center Forward', 'Center Defensive Midfield', 'Left Center Forward', 'Right Center Midfield', 'Left Midfield', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Wing', 'Right Wing', 'Right Center Midfield', 'Left Center Back', 'Right Wing Back', 'Right Center Forward', 'Right Center Forward', 'Right Midfield', 'Right Center Forward', 'Right Center Forward']",11.144444444444444,Forward,Right Center Forward,Striker
Charlison Benschop,8558.0,Curaçao,Hannover 96,4.0,184.0,2.0,2.0,"['Center Attacking Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Attacking Midfield', 'Right Wing', 'Left Defensive Midfield', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Left Wing']","['Right Wing', 'Center Attacking Midfield', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Left Defensive Midfield', 'Left Center Forward', 'Right Center Forward', 'Right Center Midfield', 'Right Attacking Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Center Forward', 'Right Center Forward', 'Left Wing', 'Right Center Forward']",2.0444444444444443,Forward,Center Forward,Striker
Stefan Bell,8559.0,Germany,FSV Mainz 05,29.0,2610.0,0.0,0.0,"['Center Back', 'Left Center Back', 'Right Center Back']","['Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",29.0,Defender,Left Center Back,Regular Defender
René Adler,8560.0,Germany,Hamburger SV,25.0,2164.0,1.0,1.0,"['Center Attacking Midfield', 'Goalkeeper']","['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Center Attacking Midfield', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",24.044444444444444,Goalkeeper,Goalkeeper,Goalkeeper
Fabian Frei,8561.0,Switzerland,FSV Mainz 05,15.0,993.0,4.0,4.0,"['Center Attacking Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Center Back', 'Right Center Back']","['Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Left Defensive Midfield', 'Center Back', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Center Forward', 'Left Defensive Midfield', 'Left Defensive Midfield']",11.033333333333331,Midfielder,Left Defensive Midfield,Defensive Midfielder
Pedro López Galisteo,8567.0,Spain,Real Betis,0.0,0.0,0.0,0.0,[],[],0.0,,,
Niklas Stark,8570.0,Germany,Hertha Berlin,16.0,1350.0,1.0,1.0,"['Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Back', 'Left Center Forward', 'Right Center Back']","['Left Center Back', 'Right Defensive Midfield', 'Right Center Back', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Defensive Midfield', 'Left Center Forward', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Forward', 'Left Defensive Midfield']",15.0,Defender,Right Center Back,Regular Defender
Vedad Ibišević,8571.0,Bosnia and Herzegovina,Hertha Berlin,32.0,2262.0,7.0,7.0,"['Center Attacking Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Center Forward', 'Left Center Forward', 'Center Forward']","['Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Right Center Forward', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Left Center Forward', 'Right Midfield', 'Right Center Forward']",25.133333333333333,Forward,Center Forward,Striker
Karim Rekik,8572.0,Netherlands,Marseille,25.0,2077.0,2.0,2.0,"['Left Midfield', 'Left Center Back']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Midfield', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",23.07777777777778,Defender,Left Center Back,Regular Defender
Ömer Toprak,8573.0,Turkey,Bayer Leverkusen,23.0,1557.0,6.0,6.0,"['Right Defensive Midfield', 'Center Defensive Midfield', 'Left Center Back', 'Center Forward', 'Center Back']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Forward', 'Center Defensive Midfield', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Defensive Midfield', 'Left Center Back', 'Center Back', 'Left Center Back', 'Left Center Back', 'Right Defensive Midfield']",17.3,Defender,Left Center Back,Regular Defender
